2
433 6546
1403 1051 3410
785 32 6306
316 1030 2587
1148 901 7484
1124 1591 112
250 774 966
770 1266 8143
457 1134 22
1376 472 6902
1295 286 9857
1452 398 5840
207 1502 3015
256 803 6307
1142 1059 2022
264 1530 1349
1292 1551 8635
870 193 4562
1080 313 378
980 123 1296
213 1182 9757
62 1324 5317
716 193 7822
618 32 6041
950 911 6057
659 1268 763
1516 1597 4915
962 243 5802
1177 1349 5540
477 1369 2893
169 1248 4940
550 336 2395
318 837 1580
603 439 9395
623 529 5708
847 775 8971
1016 1539 4088
1257 512 1284
1078 425 8364
1339 698 8653
16 212 1795
31 1531 9305
810 314 3791
430 471 3168
1468 1544 4710
730 1282 517
1246 1585 4476
1165 1034 1151
184 25 2910
442 193 7556
454 905 8728
1392 1529 7534
970 1092 2825
1421 552 4921
1104 200 9795
95 705 4462
357 61 8100
1122 1352 739
386 241 3523
363 676 1860
821 667 5744
1367 1136 7623
1274 933 5699
549 192 5573
493 77 4006
75 1154 6577
820 1246 5858
82 19 8326
1523 947 2343
897 1458 3292
344 926 7478
784 214 7377
809 551 3016
953 66 2133
917 1474 6744
1501 934 6172
650 940 8878
459 912 7484
1537 416 8385
562 205 6382
1240 1110 4767
45 1388 4371
340 1459 7498
1269 1407 6066
1003 683 5025
411 1207 4938
997 1405 8062
1546 1432 6362
202 843 2930
1570 575 9898
1267 179 209
1438 1040 359
1005 606 9104
1235 1225 644
293 246 9973
1558 962 3619
106 52 7054
582 671 9185
1313 43 6831
1316 393 716
849 255 7496
718 1525 3850
600 819 9029
240 1506 7228
883 159 1194
350 1240 5455
1447 498 7409
36 766 2944
879 331 7926
475 599 3578
1488 599 2027
67 588 6202
332 1311 6343
746 107 4651
629 1251 6487
105 23 3845
1085 1077 4951
919 605 3970
400 564 5570
832 1392 8935
206 249 8012
187 170 6246
288 861 7458
999 1366 2779
1371 1539 3355
1141 1224 1545
898 895 2010
131 219 4271
1033 578 9137
1457 1368 3562
1283 542 7930
431 1529 3943
1362 382 1091
58 474 347
171 389 8444
473 711 6939
1275 957 8219
282 106 9170
1430 640 5439
1606 1401 4316
689 1375 2292
1384 969 1319
892 845 2968
1603 1585 1990
1111 407 447
484 500 7821
1168 1529 5359
1256 1043 2307
1222 316 5103
1281 248 9213
728 1513 2774
465 1445 18
881 688 4604
1178 1084 906
244 1397 443
14 1490 9827
1534 465 2352
1019 350 9298
448 66 6578
998 1071 5608
835 431 3843
2 1508 3404
853 873 65
1083 1449 8986
786 774 3294
609 431 9262
231 105 6071
424 1231 6276
967 805 3749
347 838 9140
355 1240 3519
470 1368 7543
996 1256 1467
1152 269 6731
42 1183 9623
624 568 1727
1013 1120 1747
415 932 2698
503 1348 7698
466 27 1702
311 1082 3707
305 695 3056
29 785 2825
842 288 4791
1549 825 4223
1608 277 5801
1454 660 4087
1377 788 9564
1188 712 4426
691 701 3455
84 331 8852
765 1005 131
988 1056 6616
1288 296 7658
583 775 8600
520 19 6287
334 705 6105
1058 364 8864
199 720 5682
130 1511 7316
478 1343 8425
1382 476 4526
653 313 7716
1579 1122 7009
414 1134 196
723 1176 3545
1320 709 2064
1427 826 4426
1569 20 1037
1018 115 9312
807 1476 2580
1001 89 8139
92 765 8615
1561 947 4212
394 109 505
1408 1143 5376
252 445 8173
1121 1592 3959
965 1571 8821
1514 1592 3479
868 1086 1665
1101 1348 7792
511 258 1896
576 528 4327
909 1553 4800
1203 330 1078
1406 1416 3592
544 462 2757
227 1174 5155
558 333 813
174 848 8151
668 1034 7503
1304 515 7197
649 931 8757
607 1071 8311
666 398 7453
1489 485 3311
557 564 5962
384 1352 1412
1519 276 5347
275 776 9229
802 431 9696
135 1533 552
412 181 4400
646 1109 1062
1413 977 1322
1072 1206 7061
1471 968 2263
383 1060 4382
132 883 4537
918 1109 9490
665 1296 2181
1363 676 431
360 1572 9695
348 265 1122
601 149 7308
1399 1556 689
1435 1306 4201
935 722 4536
543 1058 1358
938 353 7888
880 1274 8580
677 255 5787
816 333 1210
992 947 9695
713 679 2611
160 1273 9280
616 1605 7520
420 26 595
278 1318 3782
518 173 9696
915 1577 1684
602 1034 3147
828 1397 3509
1210 140 8896
38 1095 4875
354 1109 4205
1123 545 647
663 1018 7363
1398 78 1678
469 1023 3334
317 56 2564
229 1235 3364
217 417 7549
1335 314 1312
533 713 493
362 1383 4848
1455 1514 7892
453 1139 4283
595 127 8785
1006 1221 664
755 150 2616
102 1454 2966
88 1488 3814
134 888 9134
573 1411 7478
1115 691 2924
280 389 7796
756 1374 8273
93 1503 5622
1175 70 785
335 570 9989
610 666 1638
79 372 662
1015 1553 8781
1393 1503 7994
655 231 5992
310 1615 5069
1284 733 9760
1000 1421 9577
1587 231 290
1213 1528 166
1157 100 7916
975 1168 4210
670 893 3927
327 416 9525
924 1335 8949
1451 1409 6989
1094 1269 8790
916 1575 4011
87 610 6860
768 1374 192
1055 816 2396
21 1306 6928
535 376 5495
1181 327 3983
1164 591 7784
436 1201 7695
1446 488 1601
283 1594 2775
571 1469 4893
39 355 7307
1064 1415 879
704 969 151
1285 542 4130
54 97 4421
1353 1391 516
1583 15 9030
328 1002 5094
1166 435 8433
921 1330 1860
727 241 2820
91 370 5375
818 32 1471
1379 1032 8928
694 593 2441
365 1186 816
253 1466 2191
396 569 1173
900 932 8943
1025 806 9675
792 1495 6528
894 124 6657
1517 1163 114
989 1412 1121
787 1146 1720
1480 126 8593
982 61 4272
1552 1468 5211
238 1603 9061
866 1592 8648
421 982 8283
613 420 8220
1017 612 731
761 1247 1035
771 219 2890
1007 591 3376
112 1003 91
560 153 5862
254 481 9734
74 1179 306
927 240 1225
373 1266 8842
1499 1543 6647
855 1000 6234
467 70 8666
55 909 4611
225 364 742
782 1559 5637
1106 1085 4744
1496 1587 478
210 1489 7882
1199 693 1606
368 637 1610
697 1613 9748
577 1595 4357
1504 563 3357
1355 1497 7959
737 830 5249
1062 603 8497
1021 932 7841
687 1268 6907
450 889 1601
284 1039 2822
98 837 5820
747 1532 5067
1160 184 1968
1360 785 6886
706 850 3922
1259 1373 4607
627 751 5908
1417 365 163
408 116 4219
142 1223 1875
494 1535 6350
433 534 8176
1326 1486 2596
907 1049 2438
566 741 9005
854 1459 2113
681 742 2571
1487 1402 7622
410 1380 7405
891 1324 9848
338 793 305
1156 1209 6437
1162 1382 6516
458 591 215
413 974 3908
228 748 4735
8 269 6683
1584 174 2920
1117 1458 5955
1277 993 5820
674 747 4789
504 1158 394
156 1016 9195
1028 1458 1167
117 1570 1307
876 93 49
427 223 277
358 1220 974
808 1383 8962
1560 1373 4124
1087 1326 1305
1253 1181 6039
502 1373 4007
235 716 7045
1563 1172 5449
763 196 6423
147 1012 83
51 454 5045
90 968 3140
1312 1062 9202
548 571 4529
391 1383 7849
565 1045 3664
1462 216 2992
1238 619 1796
1389 1570 5500
1112 1443 6685
791 582 6479
128 14 7052
1258 1294 5987
455 1143 2450
1026 188 5950
781 1484 4017
1035 269 5523
404 945 4652
1541 442 8632
151 1148 1972
971 49 9694
9 194 5229
514 1460 1232
642 1467 4135
1038 403 1564
1338 70 6060
946 1241 4647
221 559 1231
960 1022 8256
120 41 3416
138 957 6747
1255 404 4814
1464 472 5590
889 685 1886
776 1297 1238
795 746 9478
1371 762 4330
1054 44 4607
1140 250 3647
63 1481 6088
1427 499 9069
694 647 4382
563 796 8228
691 42 802
1310 1340 649
941 493 4799
1446 64 1762
756 1 939
1046 598 9432
1475 1577 929
925 807 2488
751 483 9240
1349 1439 1869
558 4 1746
380 453 9223
483 1076 2036
1017 803 4867
110 152 1716
1421 807 4594
1446 284 4927
1144 1045 9611
530 736 2610
77 457 8825
312 1060 6549
1116 1192 1315
1047 1381 713
431 1061 571
454 1180 1571
833 553 1967
1564 1041 8110
730 1109 9735
1336 557 8613
897 399 9126
1330 770 9501
757 1477 3243
870 260 1000
889 507 3922
131 1237 7420
1309 1168 5135
1251 812 3794
828 126 7031
925 731 979
327 992 3935
1428 1097 5063
1402 492 8812
262 1205 756
1334 1594 6578
1026 863 3848
1469 1440 633
1278 919 8823
1142 1218 2399
1511 863 4619
51 1289 4446
393 477 4351
518 1576 7235
546 54 764
1550 1505 9299
261 227 6114
1425 1468 2778
1485 786 7610
1049 681 8719
1474 1056 8544
260 1611 9345
86 1349 246
1614 1432 3451
1588 489 5851
50 44 8445
613 654 4209
1396 869 7860
1536 252 7234
641 1389 9774
1385 576 8862
1109 624 1827
197 753 2605
1207 369 9906
836 1522 1598
437 263 2083
610 939 644
647 1545 8424
1316 119 5112
596 516 3177
1460 461 7721
426 933 9716
971 816 7253
353 520 1036
511 1372 4649
1266 85 8857
1511 265 2958
1072 809 9417
1047 752 1011
1485 429 5349
185 1464 7502
442 424 2364
1559 917 2929
1034 1193 5792
1336 476 757
769 435 3674
1447 641 9339
1278 1043 5609
1519 1013 3046
979 927 2532
1055 725 192
1292 1484 4888
1520 1586 1150
1051 983 8879
1398 67 7035
1237 146 7217
1054 1197 1506
1341 944 6898
70 750 4520
157 273 6780
1507 1115 9558
1434 1325 573
1133 1084 2246
1594 209 2772
692 1045 2242
1482 166 5306
602 625 4467
916 211 5387
716 138 3834
1303 769 4468
768 928 8988
536 1189 4895
174 39 4554
1068 106 7243
13 1031 8755
1024 3 6198
316 1286 3246
793 894 5588
757 653 8834
1316 543 6027
17 507 9700
324 110 6395
1066 226 1000
646 1278 1016
1324 545 1674
616 1526 8
835 859 3234
1339 992 2857
958 117 8478
1118 1224 4617
750 1423 8052
206 1248 8342
1165 1268 2410
896 321 2501
1096 239 4091
673 125 9421
118 1012 3796
1209 1257 4386
325 1286 225
1240 657 4203
556 1256 8082
536 1130 7201
1501 1477 9160
769 558 2158
357 829 9791
444 165 3517
1251 776 9534
545 1407 7438
878 1258 9169
1295 403 9912
89 808 9341
285 736 3508
628 2 5159
1504 1580 5292
1331 1117 1275
1317 872 4781
1475 1457 2171
1169 1142 3973
924 1214 2100
581 93 5029
489 435 7377
274 330 3547
47 116 1880
1348 958 4785
525 734 1115
1121 1566 4959
788 1307 5739
1021 1220 3602
147 1213 2934
1426 918 310
104 945 6286
1380 112 2589
1341 77 9125
602 1217 8701
294 503 9825
1464 554 8641
1553 90 8665
114 948 9430
1446 1243 7429
1409 13 5478
840 1004 9840
1543 330 9856
1470 912 2680
358 778 6176
1275 172 9281
190 1090 9623
480 1093 8333
187 33 1229
570 1447 4988
1132 827 8061
23 242 9123
115 1556 4608
1026 1562 1710
181 1594 5013
550 270 5652
408 122 1095
1475 35 9947
332 665 4299
216 252 4104
281 1503 2296
1032 846 9184
1600 69 7405
250 1497 9548
857 1289 1088
637 38 727
832 1251 4640
362 1453 1468
493 985 9875
534 1033 1996
1105 1296 8906
1574 1466 8787
1278 1200 5126
1087 18 4131
443 672 1185
1387 985 9759
1492 209 5486
1166 977 691
783 570 3706
1043 383 2113
281 520 898
800 761 4473
675 1250 1962
29 102 4323
1366 133 9618
176 673 9211
239 727 2401
1475 69 6635
1010 1605 1859
984 348 5074
117 640 7680
87 838 4676
1592 1328 1599
26 593 9500
903 63 630
1023 734 6078
274 780 2920
1030 556 9445
1555 1073 9822
742 1216 1223
130 657 8347
141 1011 6450
209 943 1614
734 1219 8022
1152 1116 3451
100 266 5438
48 693 3741
177 1368 3846
750 1499 9147
486 201 9700
887 476 4915
115 1527 8391
247 553 8250
204 1435 9157
1434 192 9081
1156 627 343
87 278 8506
119 197 9618
215 1084 314
1224 621 5155
1395 1272 5566
1546 1443 6523
189 433 1757
190 35 6514
1255 316 2997
1136 430 5484
1063 47 6403
76 1606 1378
758 1219 9853
863 1074 1649
952 729 694
28 1092 8980
1220 1519 9310
1209 96 6000
755 1367 719
1173 1356 3270
525 926 9090
1289 969 8270
1052 315 1009
67 396 6453
121 1064 652
552 527 4874
604 64 1156
651 942 4100
760 161 2862
812 375 2874
361 248 7182
97 677 7941
1230 162 4767
1547 369 4325
1315 796 1770
45 544 5371
633 1290 5299
429 752 6013
1345 629 7676
932 792 9636
378 1095 7376
800 1021 3650
6 1375 6187
1355 274 4839
435 1371 1255
1482 134 2479
750 1569 1139
855 85 5600
1292 1176 9157
790 798 5232
1229 518 7096
269 1317 188
1572 67 2779
239 56 8581
648 531 7694
296 941 6178
345 1365 9849
1365 1418 2566
1096 727 8429
879 379 299
739 685 3752
919 695 9618
321 1039 2189
396 62 6231
1503 1309 9716
1236 555 7119
1541 70 161
1315 604 4140
346 764 1422
215 1190 3329
1366 710 2201
1295 847 2709
758 17 3912
326 184 9291
591 888 6389
1120 324 3756
1314 978 6574
1427 353 5981
1332 717 3928
76 26 3219
224 144 8141
1414 1315 9438
517 735 3649
392 1037 9905
1523 1464 433
982 116 9280
1201 622 8975
316 571 5717
1395 1326 5720
1124 43 116
423 779 5556
1540 247 9439
1445 377 437
430 249 8034
1586 1278 1165
1409 1045 9545
370 546 292
890 770 6270
515 1577 5267
1200 395 1407
140 133 1666
1046 492 949
745 1325 1964
6 345 8622
1593 1126 2917
270 1036 8533
1248 942 8281
1478 1589 2382
217 1001 3168
875 1575 918
1150 1596 8850
583 1148 5105
318 225 1823
734 1222 9950
784 1338 2094
238 1539 8686
94 44 9007
43 612 4735
1167 1517 5233
1391 106 2572
564 231 9573
11 1130 9086
1076 1485 9605
227 677 8863
1101 936 7597
641 642 620
41 991 179
424 41 6567
1165 644 9701
267 681 1199
1166 440 8819
1112 1270 7875
1169 424 2018
1141 1442 6861
796 294 3729
1558 714 5539
1407 568 822
163 933 4212
854 1267 4442
253 139 4680
450 234 2194
580 1240 2187
1130 1194 6115
1376 520 5799
1171 315 1190
1536 604 733
144 1352 9464
541 878 6391
661 44 8952
300 433 6026
380 416 185
1007 557 3705
688 443 5671
74 1510 5687
1422 1364 8969
1187 716 3112
931 340 5087
1582 713 5074
682 1015 5990
1328 1398 1184
1127 1334 4558
915 815 8580
563 332 3826
323 923 2315
1512 1568 7259
734 1139 2387
96 1513 5940
1451 276 8740
1222 596 4998
594 277 1861
1383 112 1302
16 410 8220
1262 969 1153
721 1469 2567
1061 1598 1909
657 976 3071
1287 6 435
1282 298 3463
26 769 4898
618 1346 6395
735 286 1275
177 1396 2426
540 498 3552
139 1086 6675
63 1329 7481
1427 1205 1291
448 1138 1216
560 92 1397
513 906 557
67 352 7387
111 305 6720
989 1559 5816
802 1271 6902
1172 1440 6509
6 451 6950
667 110 1836
93 578 3553
211 1340 744
1046 1388 5796
118 1340 6410
1077 403 4447
1106 1060 7560
931 1175 3969
760 1435 7529
147 230 4456
333 381 3010
701 158 8964
337 735 6402
209 1244 5136
550 52 6417
423 595 285
995 1443 720
1129 1325 145
239 1481 8465
1597 792 2352
1498 473 9288
1419 252 563
1375 999 3744
1418 1568 6580
1521 650 9626
733 325 6621
1350 376 636
568 95 7486
869 1095 424
911 498 2311
291 885 96
1112 1551 1965
1009 739 1470
274 736 5707
1397 33 4119
619 1272 5818
84 1449 8900
863 535 3628
873 320 3970
1430 406 7455
31 804 4889
1084 1509 9283
1325 516 9599
514 307 1294
386 1504 6801
1522 631 5238
706 1403 6891
122 1336 8831
1144 106 4849
788 1387 2467
637 793 7683
1381 1446 8841
43 1267 3799
352 1056 5358
1610 464 3743
1391 1229 1285
868 1577 1898
406 1318 8923
695 107 2547
1315 1523 6843
765 570 473
1061 992 9884
1348 489 7040
87 1233 6115
664 1407 110
1516 1283 5849
584 159 9148
659 776 5259
1085 1405 4161
94 1333 3473
664 438 9703
182 155 7741
1362 253 6869
1196 1248 6684
1002 117 1184
380 1321 817
970 408 3524
1514 658 2549
125 191 6720
750 555 887
1310 573 220
1161 1320 6048
1182 1261 9915
866 1142 5621
327 1608 8521
1486 11 1415
513 1446 6531
492 578 4821
1130 793 5209
394 375 240
165 714 3109
1110 81 7936
501 1420 7310
865 295 1917
1004 293 575
560 1481 3395
909 766 6223
1394 460 8208
77 265 3662
1187 41 7691
971 497 9175
445 1466 5111
243 1142 9593
1509 1542 5841
1414 1116 537
442 1251 1216
120 1474 2343
19 719 3793
286 1173 8114
1511 316 8378
396 1472 1822
1137 310 5963
499 1531 5902
1127 447 1555
1307 667 4894
1182 782 4438
1592 552 1603
905 1238 5623
1433 1048 4965
280 398 7543
1317 1514 3594
136 284 9876
953 675 3379
1308 952 5060
418 817 6836
1317 87 5633
293 64 1197
1526 457 9751
706 1202 3149
432 157 7757
810 1120 1265
295 486 9200
72 1124 320
1436 889 570
1493 611 2141
19 1310 1921
1385 449 7479
620 298 4804
12 1217 7689
1251 137 6951
663 1036 968
368 1297 5209
1459 1155 8340
251 883 2615
1298 177 9587
998 360 503
1058 446 6151
907 1146 8134
562 871 8426
675 35 1991
1316 1049 9076
1530 1197 6922
1503 1060 1756
316 283 6956
974 139 286
356 993 2228
1058 461 8416
1111 1451 2750
393 85 4980
875 665 1902
1334 843 328
1484 1547 1523
219 108 4685
895 341 135
842 192 4794
54 105 801
892 764 6429
1595 1072 2804
833 732 7433
1202 871 1652
1277 1091 5115
1139 879 2439
404 563 5183
501 1428 1687
1580 1014 917
1118 1510 8811
1323 912 9520
1197 677 5546
1440 1034 5021
806 698 9074
351 887 3345
265 831 3260
1209 574 5741
830 454 2543
364 383 3327
936 183 2024
485 889 3567
1417 1242 19
1038 1042 482
132 14 6286
1148 230 9334
613 439 9953
1058 357 6017
399 1480 2211
1204 1308 2316
201 184 3831
1015 1478 7554
1152 716 9915
485 829 6419
115 98 4500
1426 688 2159
1299 780 4512
633 547 3997
1095 1464 8499
512 94 9704
829 660 4881
1247 1393 2840
1280 1596 3101
272 475 7560
1398 523 4885
1615 395 3207
1376 582 9516
169 1111 7073
946 1333 1616
810 610 8393
390 923 730
49 403 7001
778 929 4422
73 295 5715
1409 1343 1361
1234 919 3998
18 707 9310
503 148 7251
1280 857 6541
657 507 3038
645 1084 1762
719 434 3838
1513 1569 9524
1482 1300 8734
875 406 4238
315 263 536
791 113 9786
254 955 2852
368 366 3729
758 381 7267
189 1187 5875
1517 1435 8080
1570 654 9426
1526 245 3013
1049 1029 2752
1107 1616 3527
794 684 4897
259 1175 6377
526 778 1391
1234 452 5203
516 594 5260
1196 1037 8645
705 186 9653
1433 397 9058
71 1095 8926
770 1485 6971
178 154 836
1244 99 9832
1467 1229 265
1288 3 2324
1295 95 5397
939 486 7599
945 1242 2765
103 1531 3124
379 200 1055
307 451 7149
1302 1133 1941
442 1326 1569
362 929 8883
1171 400 7611
967 1122 1373
85 1357 9689
1603 1290 9696
603 383 4465
902 1361 3362
956 1390 1840
1317 1104 7075
444 329 6667
1136 1369 6993
210 1451 5794
708 380 4626
1131 142 8747
1065 304 6801
1421 1294 1145
978 172 8132
621 578 5742
113 387 947
443 708 8229
590 451 124
84 347 6896
1555 1500 869
907 36 143
1261 248 5964
19 28 7449
1466 1285 1368
85 973 1480
273 188 4933
44 1038 3669
1378 1613 5606
200 378 2332
899 452 8752
601 128 5294
39 1168 8944
944 362 2099
1199 1242 9225
115 1360 6387
423 887 2719
71 866 1649
1162 1568 6195
1548 843 9701
943 1019 1609
522 1302 2895
519 31 2305
763 1095 9345
1284 589 2454
1304 1411 8819
269 88 4183
902 1588 9490
337 1480 2970
24 1481 3800
902 660 6173
1242 296 7309
606 739 55
961 1138 373
1359 1308 9361
1109 438 1088
79 1409 683
1127 795 5781
1021 2 50
1572 931 2745
1539 802 5251
308 1007 3617
630 1232 5839
428 306 7212
738 1173 7132
1155 1400 230
1270 502 188
1586 50 6078
967 1308 5899
1483 1184 2198
587 374 8323
1548 121 2235
1255 204 3180
332 491 7109
209 1327 9720
1315 232 9816
1098 499 6217
1297 1234 9457
1054 176 6320
525 852 2481
1162 765 8090
272 328 2968
1513 1477 775
777 871 7918
50 819 1121
70 936 3392
130 1127 8523
1404 1269 7195
270 1350 5188
552 742 5257
1134 843 144
1500 957 8749
335 149 3744
650 630 4614
4 394 1275
608 241 4506
197 1539 888
1576 1231 6960
699 931 5152
796 892 5010
331 196 7786
1091 1592 9099
525 1265 239
723 1038 4386
1513 570 2296
599 808 9096
719 591 1898
1174 1420 5973
264 634 8075
575 753 3578
289 1506 2258
1202 1383 1261
1398 309 7202
777 1180 3558
1571 1505 8248
296 1428 8744
1391 1352 8438
1599 190 8555
226 108 9937
272 1209 4125
1152 116 2725
741 34 9530
687 385 2344
30 537 2206
516 426 6433
1508 890 6299
872 403 2661
1539 1039 2758
299 718 3550
1317 513 2891
1213 245 9440
189 507 980
1122 1553 9315
559 1277 4682
493 72 5115
1041 1257 1965
905 777 5273
875 1003 2342
632 975 90
230 113 5647
509 1330 6237
583 711 470
56 791 9606
241 585 3551
503 511 5862
619 1304 8435
1475 287 9068
642 210 6200
1015 1313 8383
1266 1600 1907
836 607 896
658 1243 4425
540 690 5673
419 627 9687
476 759 8673
1278 1222 2710
248 1401 4450
1337 559 2905
413 694 833
1179 668 4486
1117 156 403
569 1122 8023
76 216 1029
979 571 5088
1052 865 4881
1264 378 5521
1571 171 5325
1431 1548 2269
1613 1057 5990
1131 1187 2931
1456 1060 1440
737 606 5051
181 1224 583
1119 289 347
615 1288 1541
299 1288 27
386 1417 6942
720 730 7706
542 1376 2166
648 393 1408
428 124 7340
318 560 3559
1016 526 1787
141 560 400
513 1147 9085
233 1262 9217
248 854 802
187 855 993
150 399 2696
619 502 3093
1243 826 6671
12 1186 182
505 806 8002
925 318 1158
1116 869 1090
1537 1129 2678
483 1214 7794
1333 868 8114
1190 175 5906
654 1012 3511
1386 760 7508
804 10 8392
962 27 4861
1159 1235 7498
437 364 9352
690 1355 1965
1522 620 9011
626 347 134
1573 959 6687
1111 1039 3540
602 993 2100
652 509 9706
1415 83 9917
397 51 7222
557 594 9318
465 1590 4345
1326 1552 8814
600 450 6230
130 137 1235
591 596 2874
559 323 4241
565 149 2006
1048 1529 9053
1524 995 9737
1171 1126 8861
200 946 3868
119 1129 3785
832 353 2759
660 686 8901
664 1466 822
543 347 5679
1566 1034 7332
865 9 524
896 682 3765
1098 544 7254
158 155 344
916 1390 1351
50 462 2933
104 143 7927
580 1019 3020
122 1196 1750
1405 632 2570
1388 817 1537
1403 108 2215
321 1411 8178
785 1429 5094
1269 339 7309
1396 400 3634
1019 1125 6652
257 45 7597
1452 27 5693
544 772 1534
1604 747 7125
291 761 7869
741 629 3504
256 936 2889
1037 1122 9891
320 64 4648
1143 1526 6268
183 655 3653
1061 164 3976
70 681 2914
1412 1380 502
882 824 913
307 1255 613
1137 949 505
559 624 9988
1193 1030 7709
444 31 5655
1521 334 9050
280 143 9969
666 106 7456
1309 1203 6786
1224 1242 9495
209 1552 4150
321 1514 8927
1560 1220 5272
1607 424 6845
917 1031 7279
468 150 3227
272 717 2283
741 179 6493
1592 1055 94
1040 933 3858
1334 1447 8358
807 452 7096
1064 979 9312
1531 1085 4898
1003 751 4851
509 1427 8144
24 145 9373
367 1394 1569
1595 1187 1293
141 60 9047
759 1200 2094
1140 1358 4695
644 1301 58
1058 965 1820
1066 614 391
956 1509 8723
1391 1235 4921
1224 571 6249
128 964 9219
476 148 4263
1114 1555 7229
1550 1390 2266
117 1574 1003
744 1278 8711
560 646 2235
1373 212 7909
1068 741 9903
1502 1243 9556
129 449 7007
1375 602 8703
1370 240 8501
752 734 4758
1543 423 921
468 997 6302
447 1235 2149
1456 1130 3313
1157 839 4289
1495 203 803
1301 1472 4422
1040 183 2791
1569 1011 4956
1294 108 5714
164 265 9759
1450 477 3500
988 1454 5109
610 384 4976
1343 427 1824
412 619 572
1305 604 174
341 1400 9848
1239 962 207
314 985 5777
1367 637 7879
1520 445 1162
655 254 689
784 481 5046
1177 513 9439
1210 311 2825
1209 549 4759
344 735 8601
760 92 3052
1591 1226 261
1268 1494 4041
1507 388 2610
1582 1006 8619
305 1032 4218
1404 424 9069
797 939 7462
1234 37 199
436 92 1700
905 1486 1107
682 834 3376
1615 1606 572
1615 569 8804
1464 1605 7924
297 1558 9392
134 866 1833
785 397 3420
473 1045 4726
1265 1240 8628
1257 1394 4973
1031 558 320
1058 361 4092
1042 851 6873
18 310 9822
1469 1563 9981
894 1215 6042
747 360 6499
390 953 7825
1166 708 1130
1141 454 7718
516 890 4288
1218 158 1100
299 702 4899
668 1517 1941
1063 898 845
1353 1261 2180
1615 1556 1366
1074 663 5866
611 719 5876
162 106 2153
118 1547 9450
1287 1258 1143
472 493 6859
445 255 5401
253 1318 1044
1332 395 6827
1440 806 3639
938 1577 2195
895 22 9925
443 1471 1807
1124 1176 2815
736 469 6916
443 449 904
364 1446 1653
1186 1322 8983
1155 1131 2874
1400 563 5720
95 786 4019
1032 130 5596
1022 1513 7931
770 280 2391
572 1429 5967
83 1598 9759
1571 69 5016
936 91 7326
882 863 238
82 403 5931
1008 1367 5769
151 1015 5619
1464 1017 4059
805 1140 6889
990 578 3559
1033 77 7915
51 371 6814
688 1465 2008
1096 278 8189
1314 197 4887
899 701 5741
936 766 2944
727 1165 2774
254 437 3388
1605 577 7601
1251 1597 2328
963 1254 4824
423 795 3094
593 976 2472
127 21 5830
525 713 5241
254 960 4723
461 1179 8927
1546 670 6728
1410 513 9571
769 1372 3424
1051 1023 8045
686 520 1152
1039 123 3719
1100 894 2335
3 496 5635
667 1522 3035
164 106 153
1200 131 3751
1361 1512 4366
871 995 8259
301 1359 3346
844 71 6438
887 1414 5896
1577 1132 9908
950 524 9713
971 830 7402
1003 647 2271
294 900 3445
1305 676 4311
784 754 5173
764 825 2006
1469 369 5985
1147 975 205
1467 53 9839
1297 265 4366
516 194 9026
1326 1287 1246
931 1425 3599
502 940 9166
125 1575 3868
716 388 1129
768 858 8993
2 1211 4963
1382 222 6405
1373 1068 4709
312 138 2807
140 645 84
1546 208 3045
556 1135 5440
1248 1069 4339
1397 1468 8000
1334 92 9768
1418 373 8785
1549 1512 4593
1383 103 9805
461 80 1429
1128 213 9569
1596 555 143
1274 39 9300
1418 190 1350
251 43 7816
1003 335 4351
188 1521 9645
1290 1244 7548
1152 558 4252
149 1404 474
293 880 5240
78 880 6146
1538 1091 439
968 572 6340
1372 1005 5012
280 847 6639
1373 1311 213
1334 1174 696
1439 1337 4492
1493 1049 9013
1217 121 7066
482 1000 2382
522 392 7060
1305 1290 188
665 67 8808
1575 583 4569
1581 1323 3589
292 494 1004
1148 253 5056
487 1218 4604
1181 430 8372
1303 1480 8633
1262 1435 9177
1269 194 9304
143 1259 9418
228 1423 8278
355 1344 9292
600 510 5750
1095 1509 5201
764 1170 4600
55 406 1717
543 584 846
1239 1012 5428
52 598 8606
121 227 367
1534 971 8425
1265 398 9418
271 658 9911
1435 1263 599
28 1556 5972
960 1106 1395
1291 1186 3933
485 266 8672
1580 1559 2671
1350 1152 2468
834 747 6871
425 1394 6800
481 1434 9491
634 755 8651
1034 249 9336
1312 409 6149
161 1174 3812
1183 1011 959
1214 1430 6766
1465 450 6888
484 762 4390
168 1048 6606
393 1240 6474
1271 807 9744
119 1371 4320
614 1557 4803
493 950 2907
749 444 9479
431 782 6297
937 606 1967
801 896 6855
83 1521 8441
825 1144 3438
824 77 7166
1200 1110 1165
1599 122 464
51 212 103
1093 1444 368
480 1598 6282
1369 162 515
442 696 4590
771 729 2673
1041 1538 4267
52 1604 2510
380 203 5109
191 600 8694
1337 1372 2119
1072 117 5546
383 1106 3582
1131 1181 5696
14 592 6073
404 1592 4509
793 1215 8553
1184 1586 3735
1163 1402 9798
1220 245 7412
1289 904 7733
149 480 962
1575 1072 5633
289 980 8043
264 1406 7454
665 590 6127
152 716 3446
1259 779 1906
220 1124 2318
650 1500 8552
244 943 4719
1299 490 3624
1378 1567 9284
185 1208 684
393 769 8339
754 1039 3189
1066 713 1556
1350 15 4058
1013 562 3205
568 370 6808
267 8 3561
528 1112 1934
1278 951 7472
1572 652 108
280 546 1889
444 36 2536
474 792 2909
1240 902 4263
